segment_id,stroke_id,segment_type,point_index,x,y,z,rx,ry,rz,speed_mm_s,arc_enabled,voltage,current,tag
1be85997,1380fe4b,travel,0,44.6467,18.1667,115,-180,0,-135,80,0,0,0,travel
1be85997,1380fe4b,travel,1,44.6467,18.1667,115,-180,0,-135,80,0,0,0,travel
02560bd6,1380fe4b,lead_in,0,44.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
02560bd6,1380fe4b,lead_in,1,44.1467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
02560bd6,1380fe4b,lead_in,2,43.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
02560bd6,1380fe4b,lead_in,3,43.1467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
02560bd6,1380fe4b,lead_in,4,42.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
02560bd6,1380fe4b,lead_in,5,42.1467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
02560bd6,1380fe4b,lead_in,6,41.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
874b0f79,1380fe4b,weld,0,44.6467,18.1667,105,-180,0,-135,30,1,24,150,weld
874b0f79,1380fe4b,weld,1,60.6867,18.1667,105,-180,0,-135,30,1,24,150,weld
58668b0f,1380fe4b,lead_out,0,60.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
58668b0f,1380fe4b,lead_out,1,61.1867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
58668b0f,1380fe4b,lead_out,2,61.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
58668b0f,1380fe4b,lead_out,3,62.1867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
58668b0f,1380fe4b,lead_out,4,62.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
58668b0f,1380fe4b,lead_out,5,63.1867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
58668b0f,1380fe4b,lead_out,6,63.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
eb534a40,1380fe4b,retreat,0,60.6867,18.1667,115,-180,0,-135,80,0,0,0,retreat
eb534a40,1380fe4b,retreat,1,60.6867,18.1667,115,-180,0,-135,80,0,0,0,retreat
7eb9fbde,918dbe87,travel,0,52.6667,38.3333,115,-180,0,-135,80,0,0,0,travel
7eb9fbde,918dbe87,travel,1,52.6667,38.3333,115,-180,0,-135,80,0,0,0,travel
a6d942c4,918dbe87,lead_in,0,52.6667,38.3333,105,-180,0,-135,30,1,24,150,lead_in
a6d942c4,918dbe87,lead_in,1,52.6667,37.8333,105,-180,0,-135,30,1,24,150,lead_in
a6d942c4,918dbe87,lead_in,2,52.6667,37.3333,105,-180,0,-135,30,1,24,150,lead_in
a6d942c4,918dbe87,lead_in,3,52.6667,36.8333,105,-180,0,-135,30,1,24,150,lead_in
a6d942c4,918dbe87,lead_in,4,52.6667,36.3333,105,-180,0,-135,30,1,24,150,lead_in
a6d942c4,918dbe87,lead_in,5,52.6667,35.8333,105,-180,0,-135,30,1,24,150,lead_in
a6d942c4,918dbe87,lead_in,6,52.6667,35.3333,105,-180,0,-135,30,1,24,150,lead_in
