segment_id,stroke_id,segment_type,point_index,x,y,z,rx,ry,rz,speed_mm_s,arc_enabled,voltage,current,tag
d4072e1c,3bade187,travel,0,52.6667,17,115,-180,0,-135,80,0,0,0,travel
d4072e1c,3bade187,travel,1,52.6667,17,115,-180,0,-135,80,0,0,0,travel
9668f491,3bade187,lead_in,0,52.6667,17,105,-180,0,-135,30,1,22,140,lead_in
9668f491,3bade187,lead_in,1,52.6667,16.5,105,-180,0,-135,30,1,22,140,lead_in
9668f491,3bade187,lead_in,2,52.6667,16,105,-180,0,-135,30,1,22,140,lead_in
9668f491,3bade187,lead_in,3,52.6667,15.5,105,-180,0,-135,30,1,22,140,lead_in
9668f491,3bade187,lead_in,4,52.6667,15,105,-180,0,-135,30,1,22,140,lead_in
9668f491,3bade187,lead_in,5,52.6667,14.5,105,-180,0,-135,30,1,22,140,lead_in
9668f491,3bade187,lead_in,6,52.6667,14,105,-180,0,-135,30,1,22,140,lead_in
c2673922,3bade187,weld,0,52.6667,17,105,-180,0,-135,30,1,22,140,weld
c2673922,3bade187,weld,1,52.6667,17.7222,105,-180,0,-135,30,1,22,140,weld
c2673922,3bade187,weld,2,52.6667,18.4444,105,-180,0,-135,30,1,22,140,weld
c2673922,3bade187,weld,3,52.6667,19.1667,105,-180,0,-135,30,1,22,140,weld
74814520,3bade187,lead_out,0,52.6667,19.1667,105,-180,0,-135,30,1,22,140,lead_out
74814520,3bade187,lead_out,1,52.6667,19.6667,105,-180,0,-135,30,1,22,140,lead_out
74814520,3bade187,lead_out,2,52.6667,20.1667,105,-180,0,-135,30,1,22,140,lead_out
74814520,3bade187,lead_out,3,52.6667,20.6667,105,-180,0,-135,30,1,22,140,lead_out
74814520,3bade187,lead_out,4,52.6667,21.1667,105,-180,0,-135,30,1,22,140,lead_out
74814520,3bade187,lead_out,5,52.6667,21.6667,105,-180,0,-135,30,1,22,140,lead_out
74814520,3bade187,lead_out,6,52.6667,22.1667,105,-180,0,-135,30,1,22,140,lead_out
0c64f814,3bade187,retreat,0,52.6667,19.1667,115,-180,0,-135,80,0,0,0,retreat
0c64f814,3bade187,retreat,1,52.6667,19.1667,115,-180,0,-135,80,0,0,0,retreat
c85dbd6e,ab06d495,travel,0,52.6667,38.3333,115,-180,0,-135,80,0,0,0,travel
c85dbd6e,ab06d495,travel,1,52.6667,38.3333,115,-180,0,-135,80,0,0,0,travel
2afc2c89,ab06d495,lead_in,0,52.6667,38.3333,105,-180,0,-135,30,1,22,140,lead_in
2afc2c89,ab06d495,lead_in,1,52.6667,37.8333,105,-180,0,-135,30,1,22,140,lead_in
2afc2c89,ab06d495,lead_in,2,52.6667,37.3333,105,-180,0,-135,30,1,22,140,lead_in
2afc2c89,ab06d495,lead_in,3,52.6667,36.8333,105,-180,0,-135,30,1,22,140,lead_in
2afc2c89,ab06d495,lead_in,4,52.6667,36.3333,105,-180,0,-135,30,1,22,140,lead_in
2afc2c89,ab06d495,lead_in,5,52.6667,35.8333,105,-180,0,-135,30,1,22,140,lead_in
2afc2c89,ab06d495,lead_in,6,52.6667,35.3333,105,-180,0,-135,30,1,22,140,lead_in
0b95bfc5,ab06d495,weld,0,52.6667,38.3333,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,1,52.6667,39.7121,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,2,52.6667,41.0909,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,3,52.6667,42.4697,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,4,52.6667,43.8485,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,5,52.6667,45.2273,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,6,52.6667,46.6061,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,7,52.6667,47.9848,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,8,52.6667,49.3636,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,9,52.6667,50.7424,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,10,52.6667,52.1212,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,11,52.6667,53.5,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,12,52.6667,54.8788,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,13,52.6667,56.2576,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,14,52.6667,57.6364,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,15,52.6667,59.0152,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,16,52.6667,60.3939,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,17,52.6667,61.7727,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,18,52.6667,63.1515,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,19,52.6667,64.5303,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,20,52.6667,65.9091,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,21,52.6667,67.2879,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,22,52.6667,68.6667,105,-180,0,-135,30,1,22,140,weld
0b95bfc5,ab06d495,weld,23,52.6667,70.0455,105,-180,0,-135,30,1,22,140,weld
