segment_id,stroke_id,segment_type,point_index,x,y,z,rx,ry,rz,speed_mm_s,arc_enabled,voltage,current,tag
4d86e0ab,61b407a5,travel,0,98.6667,12.5,115,-180,0,-135,80,0,0,0,travel
4d86e0ab,61b407a5,travel,1,98.6667,12.5,115,-180,0,-135,80,0,0,0,travel
abd9ce4c,61b407a5,lead_in,0,98.6667,12.5,105,-180,0,-135,30,1,22,140,lead_in
abd9ce4c,61b407a5,lead_in,1,99.1629,12.4385,105,-180,0,-135,30,1,22,140,lead_in
abd9ce4c,61b407a5,lead_in,2,99.6591,12.377,105,-180,0,-135,30,1,22,140,lead_in
abd9ce4c,61b407a5,lead_in,3,100.155,12.3156,105,-180,0,-135,30,1,22,140,lead_in
abd9ce4c,61b407a5,lead_in,4,100.651,12.2541,105,-180,0,-135,30,1,22,140,lead_in
abd9ce4c,61b407a5,lead_in,5,101.148,12.1926,105,-180,0,-135,30,1,22,140,lead_in
abd9ce4c,61b407a5,lead_in,6,101.644,12.1311,105,-180,0,-135,30,1,22,140,lead_in
45e794a5,61b407a5,weld,0,98.6667,12.5,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,1,96.6445,12.7505,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,2,94.6223,13.0011,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,3,92.6002,13.2516,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,4,90.578,13.5022,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,5,88.5558,13.7527,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,6,86.5336,14.0033,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,7,84.5115,14.2538,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,8,82.4893,14.5044,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,9,80.4671,14.7549,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,10,78.4449,15.0055,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,11,76.4228,15.256,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,12,74.4006,15.5066,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,13,72.6946,16.0799,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,14,70.9887,16.6532,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,15,69.2827,17.2265,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,16,67.5767,17.7998,105,-180,0,-135,30,1,22,140,weld
45e794a5,61b407a5,weld,17,65.9413,18.4451,105,-180,0,-135,30,1,22,140,weld
