segment_id,stroke_id,segment_type,point_index,x,y,z,rx,ry,rz,speed_mm_s,arc_enabled,voltage,current,tag
6ec2aefb,880dcf9b,travel,0,82,12.5,115,-180,0,-135,80,0,0,0,travel
6ec2aefb,880dcf9b,travel,1,82,12.5,115,-180,0,-135,80,0,0,0,travel
42799052,880dcf9b,lead_in,0,82,12.5,105,-180,0,-135,30,1,22,140,lead_in
42799052,880dcf9b,lead_in,1,82.3029,12.1022,105,-180,0,-135,30,1,22,140,lead_in
42799052,880dcf9b,lead_in,2,82.6058,11.7044,105,-180,0,-135,30,1,22,140,lead_in
42799052,880dcf9b,lead_in,3,82.9087,11.3066,105,-180,0,-135,30,1,22,140,lead_in
42799052,880dcf9b,lead_in,4,83.2116,10.9088,105,-180,0,-135,30,1,22,140,lead_in
42799052,880dcf9b,lead_in,5,83.5146,10.511,105,-180,0,-135,30,1,22,140,lead_in
42799052,880dcf9b,lead_in,6,83.8175,10.1132,105,-180,0,-135,30,1,22,140,lead_in
946dc7e2,880dcf9b,weld,0,82,12.5,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,1,81.407,13.2788,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,2,80.8139,14.0576,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,3,80.2209,14.8364,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,4,79.6279,15.6152,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,5,79.0349,16.394,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,6,78.4418,17.1728,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,7,77.8488,17.9516,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,8,77.2558,18.7304,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,9,76.6627,19.5092,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,10,76.0697,20.288,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,11,75.4767,21.0668,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,12,74.8837,21.8456,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,13,74.2906,22.6244,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,14,73.6976,23.4031,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,15,73.1046,24.1819,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,16,72.5115,24.9607,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,17,71.9185,25.7395,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,18,71.3255,26.5183,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,19,70.7325,27.2971,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,20,70.1394,28.0759,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,21,69.5464,28.8547,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,22,68.9534,29.6335,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,23,68.3603,30.4123,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,24,67.7673,31.1911,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,25,67.1743,31.9699,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,26,66.5813,32.7487,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,27,65.9882,33.5275,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,28,65.3952,34.3063,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,29,64.8022,35.0851,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,30,64.2091,35.8639,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,31,63.6161,36.6427,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,32,63.0231,37.4215,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,33,62.4301,38.2003,105,-180,0,-135,30,1,22,140,weld
946dc7e2,880dcf9b,weld,34,61.837,38.9791,105,-180,0,-135,30,1,22,140,weld
